student_id,student_name,gender,department,cgpa,attendance_percentage,graduation_year
1045,Student_1045,Male,Civil,6.45,64,2025
1046,Student_1046,Male,ECE,5.79,62,2025
1047,Student_1047,Female,CSE,7.71,77,2025
1048,Student_1048,Female,ECE,7.82,96,2025
1049,Student_1049,Female,ECE,8.87,86,2025
1050,Student_1050,Male,CSE,5.92,87,2025
1051,Student_1051,Female,Mechanical,7.27,63,2025
1052,Student_1052,Male,CSE,7.23,81,2025
1053,Student_1053,Male,ECE,6.32,94,2025
1054,Student_1054,Female,ECE,7.31,77,2025
1055,Student_1055,Female,ECE,9.26,64,2025
1056,Student_1056,Female,Civil,5.92,94,2025
1057,Student_1057,Male,CSE,9.48,75,2025
1058,Student_1058,Male,Mechanical,7.59,73,2025
1059,Student_1059,Female,CSE,6.21,60,2025
1060,Student_1060,Female,EEE,9.48,89,2025
1061,Student_1061,Female,Mechanical,8.5,95,2025
1062,Student_1062,Female,ECE,6.32,73,2025
1063,Student_1063,Male,Civil,8.66,63,2025
1064,Student_1064,Female,CSE,5.72,90,2025
1065,Student_1065,Male,CSE,9.63,65,2025
1066,Student_1066,Male,CSE,8.06,75,2025
1067,Student_1067,Female,CSE,9.55,96,2025
1068,Student_1068,Male,Civil,8.06,65,2025
1069,Student_1069,Female,IT,8.01,93,2025
1070,Student_1070,Female,EEE,6.38,80,2025
1071,Student_1071,Male,EEE,7.2,79,2025
1072,Student_1072,Female,EEE,9.49,64,2025
1073,Student_1073,Male,Mechanical,8.17,96,2025
1074,Student_1074,Male,CSE,7.81,92,2025
1075,Student_1075,Female,ECE,9.51,64,2025
1076,Student_1076,Male,EEE,6.73,88,2025
1077,Student_1077,Female,Civil,9.73,93,2025
1078,Student_1078,Male,IT,9.01,79,2025
1079,Student_1079,Male,ECE,6.64,66,2025
1080,Student_1080,Male,EEE,6.71,73,2025
1081,Student_1081,Female,ECE,8.46,76,2025
1082,Student_1082,Female,EEE,9.39,63,2025
1083,Student_1083,Male,IT,7.32,77,2025
1084,Student_1084,Male,CSE,6.93,68,2025
1085,Student_1085,Female,ECE,8.69,95,2025
1086,Student_1086,Female,Civil,5.54,64,2025
1087,Student_1087,Male,Civil,5.65,83,2025
1088,Student_1088,Male,Mechanical,6.05,79,2025
1089,Student_1089,Female,CSE,9.37,73,2025
1090,Student_1090,Male,IT,5.94,95,2025
1091,Student_1091,Female,Civil,8.72,75,2025
1092,Student_1092,Male,ECE,9.29,61,2025
1093,Student_1093,Male,IT,9.48,86,2025
1094,Student_1094,Male,EEE,6.18,66,2025
1095,Student_1095,Female,CSE,9.19,74,2025
1096,Student_1096,Male,Mechanical,7,74,2025
1097,Student_1097,Male,CSE,8.34,85,2025
1098,Student_1098,Female,EEE,9.22,77,2025
1099,Student_1099,Female,IT,7.69,94,2025
1100,Student_1100,Female,CSE,6,76,2025
1101,Student_1101,Male,Civil,9.64,76,2025
1102,Student_1102,Male,CSE,8.07,82,2025
1103,Student_1103,Female,Mechanical,8.11,92,2025
1104,Student_1104,Male,Mechanical,9.37,72,2025
1105,Student_1105,Female,CSE,8.55,60,2025
1106,Student_1106,Male,EEE,7.35,81,2025
1107,Student_1107,Female,IT,9.15,79,2025
1108,Student_1108,Female,IT,7.26,85,2025
1109,Student_1109,Female,Civil,6.05,86,2025
1110,Student_1110,Female,IT,8.72,71,2025
1111,Student_1111,Female,Mechanical,7.86,60,2025
1112,Student_1112,Female,EEE,6.4,97,2025
1113,Student_1113,Female,Mechanical,7.4,73,2025
1114,Student_1114,Female,IT,6.23,65,2025
1115,Student_1115,Female,Civil,8.35,81,2025
1116,Student_1116,Male,ECE,8.39,74,2025
1117,Student_1117,Male,ECE,5.61,75,2025
1118,Student_1118,Female,Civil,9.15,64,2025
1119,Student_1119,Female,Mechanical,9.31,96,2025
1120,Student_1120,Male,IT,8.49,91,2025
1121,Student_1121,Female,ECE,6.13,60,2025
1122,Student_1122,Male,Mechanical,6.44,93,2025
1123,Student_1123,Female,CSE,7.9,67,2025
1124,Student_1124,Female,ECE,8.95,93,2025
1125,Student_1125,Female,Mechanical,8.13,92,2025
1126,Student_1126,Female,Civil,7.42,70,2025
1127,Student_1127,Female,Mechanical,6.61,75,2025
1128,Student_1128,Female,Civil,7.58,75,2025
1129,Student_1129,Female,Mechanical,5.83,78,2025
1130,Student_1130,Male,EEE,6.94,94,2025
1131,Student_1131,Male,ECE,6.15,84,2025
1132,Student_1132,Male,IT,6.42,86,2025
1133,Student_1133,Female,EEE,7.83,86,2025
1134,Student_1134,Male,ECE,9.08,84,2025
1135,Student_1135,Male,Civil,7.14,60,2025
1136,Student_1136,Female,EEE,8.74,86,2025
1137,Student_1137,Male,Mechanical,6.44,87,2025
1138,Student_1138,Female,CSE,7.17,85,2025
1139,Student_1139,Male,Mechanical,9.45,94,2025
1140,Student_1140,Male,Mechanical,8.05,61,2025
1141,Student_1141,Male,IT,7.34,89,2025
1142,Student_1142,Male,CSE,6.62,80,2025
1143,Student_1143,Male,Mechanical,6.91,84,2025
1144,Student_1144,Female,Mechanical,6.58,65,2025
1145,Student_1145,Female,CSE,8.72,63,2025
1146,Student_1146,Female,ECE,8.3,62,2025
1147,Student_1147,Male,ECE,6.36,61,2025
1148,Student_1148,Male,ECE,6.04,67,2025
1149,Student_1149,Male,Mechanical,8.51,83,2025
1150,Student_1150,Male,Civil,8.11,67,2025
1151,Student_1151,Male,EEE,5.96,61,2025
1152,Student_1152,Female,Civil,8.41,84,2025
1153,Student_1153,Female,IT,6.35,97,2025
1154,Student_1154,Male,CSE,8.5,79,2025
1155,Student_1155,Male,Civil,8.87,82,2025
1156,Student_1156,Female,IT,7.09,92,2025
1157,Student_1157,Female,CSE,9.15,91,2025
1158,Student_1158,Male,Mechanical,9.63,89,2025
1159,Student_1159,Male,Mechanical,6.26,93,2025
1160,Student_1160,Female,Civil,8.98,94,2025
1161,Student_1161,Female,Mechanical,7.37,97,2025
1162,Student_1162,Female,EEE,9.16,65,2025
1163,Student_1163,Female,Mechanical,6.55,89,2025
1164,Student_1164,Female,EEE,5.62,80,2025
1165,Student_1165,Male,Mechanical,6.41,76,2025
1166,Student_1166,Female,EEE,9.29,77,2025
1167,Student_1167,Male,Civil,9.58,65,2025
1168,Student_1168,Male,IT,7.25,95,2025
1169,Student_1169,Male,IT,7.55,91,2025
1170,Student_1170,Female,CSE,5.9,74,2025
1171,Student_1171,Female,IT,6.55,97,2025
1172,Student_1172,Female,Mechanical,7.88,82,2025
1173,Student_1173,Female,IT,7.87,82,2025
1174,Student_1174,Female,EEE,6.82,74,2025
1175,Student_1175,Male,IT,6.33,67,2025
1176,Student_1176,Male,ECE,6.43,90,2025
1177,Student_1177,Female,IT,8.04,93,2025
1178,Student_1178,Female,CSE,9.08,78,2025
1179,Student_1179,Male,EEE,6.27,60,2025
1180,Student_1180,Male,EEE,5.7,63,2025
1181,Student_1181,Female,IT,9.56,91,2025
1182,Student_1182,Male,CSE,7.97,90,2025
1183,Student_1183,Female,Mechanical,6.97,63,2025
1184,Student_1184,Female,Mechanical,5.99,64,2025
1185,Student_1185,Female,Mechanical,5.82,63,2025
1186,Student_1186,Male,ECE,8.99,79,2025
1187,Student_1187,Male,ECE,6.01,86,2025
1188,Student_1188,Male,Civil,7.14,88,2025
1189,Student_1189,Female,Civil,9.76,79,2025
1190,Student_1190,Male,Civil,9.63,66,2025
1191,Student_1191,Male,IT,6.41,65,2025
1192,Student_1192,Male,ECE,6.25,64,2025
1193,Student_1193,Male,CSE,7.26,98,2025
1194,Student_1194,Female,EEE,5.64,78,2025
1195,Student_1195,Female,IT,9.2,64,2025
1196,Student_1196,Male,EEE,8.89,97,2025
1197,Student_1197,Male,Mechanical,5.99,74,2025
1198,Student_1198,Male,EEE,9.05,64,2025
1199,Student_1199,Male,ECE,8.91,98,2025
1200,Student_1200,Female,Mechanical,6.03,79,2025
1201,Student_1201,Female,EEE,7.65,91,2025
1202,Student_1202,Female,CSE,8.07,87,2025
1203,Student_1203,Female,Civil,6.58,65,2025
1204,Student_1204,Male,IT,9.09,96,2025
1205,Student_1205,Male,IT,9.03,96,2025
1206,Student_1206,Male,ECE,7.52,88,2025
1207,Student_1207,Female,ECE,9.79,87,2025
1208,Student_1208,Female,CSE,7.52,86,2025
1209,Student_1209,Female,EEE,8.38,70,2025
1210,Student_1210,Female,Mechanical,8.48,78,2025
1211,Student_1211,Female,Civil,5.66,65,2025
1212,Student_1212,Female,EEE,6.89,85,2025
1213,Student_1213,Male,IT,9.24,89,2025
1214,Student_1214,Female,CSE,6.31,83,2025
1215,Student_1215,Female,IT,7.4,63,2025
1216,Student_1216,Male,EEE,7.86,78,2025
1217,Student_1217,Female,IT,7.58,61,2025
1218,Student_1218,Male,IT,6.18,95,2025
1219,Student_1219,Male,Civil,7.25,74,2025
1220,Student_1220,Male,Mechanical,9.57,69,2025
1221,Student_1221,Female,IT,6.76,77,2025
1222,Student_1222,Female,Mechanical,9.72,75,2025
1223,Student_1223,Female,Civil,6.12,72,2025
1224,Student_1224,Male,CSE,6.69,86,2025
1225,Student_1225,Female,Civil,6.65,60,2025
1226,Student_1226,Female,IT,6.78,97,2025
1227,Student_1227,Female,ECE,7.42,90,2025
1228,Student_1228,Female,EEE,7.87,94,2025
1229,Student_1229,Female,Mechanical,9.51,72,2025
1230,Student_1230,Male,Civil,7.15,86,2025
1231,Student_1231,Male,EEE,8.7,84,2025
1232,Student_1232,Female,IT,8.91,69,2025
1233,Student_1233,Female,CSE,6.04,97,2025
1234,Student_1234,Female,CSE,9.26,88,2025
1235,Student_1235,Male,Civil,9.41,60,2025
1236,Student_1236,Male,Mechanical,9.25,69,2025
1237,Student_1237,Male,Mechanical,8.86,76,2025
1238,Student_1238,Female,Civil,8.48,65,2025
1239,Student_1239,Female,IT,9.2,84,2025
1240,Student_1240,Female,IT,8.59,91,2025
1241,Student_1241,Male,Civil,5.79,78,2025
1242,Student_1242,Male,IT,5.89,66,2025
1243,Student_1243,Male,Mechanical,6.22,79,2025
1244,Student_1244,Male,CSE,6.89,63,2025
1245,Student_1245,Female,EEE,7.11,69,2025
1246,Student_1246,Male,Civil,7.27,71,2025
1247,Student_1247,Male,ECE,5.84,84,2025
1248,Student_1248,Male,Mechanical,9.43,69,2025
1249,Student_1249,Male,Mechanical,8.24,89,2025
1250,Student_1250,Female,IT,5.54,89,2025
1251,Student_1251,Female,IT,7.85,64,2025
1252,Student_1252,Female,EEE,9.75,79,2025
1253,Student_1253,Female,IT,6.58,79,2025
1254,Student_1254,Male,Mechanical,9.17,66,2025
1255,Student_1255,Male,Mechanical,7.96,96,2025
1256,Student_1256,Female,IT,6.77,85,2025
1257,Student_1257,Female,CSE,7.93,63,2025
1258,Student_1258,Female,EEE,8.84,74,2025
1259,Student_1259,Female,ECE,8.24,76,2025
1260,Student_1260,Male,IT,5.92,62,2025
1261,Student_1261,Female,Mechanical,5.64,83,2025
1262,Student_1262,Male,CSE,9.41,80,2025
1263,Student_1263,Female,ECE,6.36,94,2025
1264,Student_1264,Female,Civil,7.66,77,2025
1265,Student_1265,Male,EEE,9.43,90,2025
1266,Student_1266,Female,IT,9.24,67,2025
1267,Student_1267,Female,CSE,6.11,74,2025
1268,Student_1268,Female,Civil,7.07,85,2025
1269,Student_1269,Male,EEE,7.81,89,2025
1270,Student_1270,Female,IT,8.72,76,2025
1271,Student_1271,Female,IT,9.54,66,2025
1272,Student_1272,Male,Mechanical,5.61,95,2025
1273,Student_1273,Female,Civil,6.45,64,2025
1274,Student_1274,Female,IT,6.8,86,2025
1275,Student_1275,Male,ECE,5.69,62,2025
1276,Student_1276,Female,Mechanical,6,75,2025
1277,Student_1277,Male,Mechanical,7.45,94,2025
1278,Student_1278,Female,Civil,8.69,69,2025
1279,Student_1279,Female,IT,5.93,91,2025
1280,Student_1280,Female,EEE,5.64,83,2025
1281,Student_1281,Male,Mechanical,7.41,75,2025
1282,Student_1282,Female,CSE,9.72,83,2025
1283,Student_1283,Female,CSE,7.21,72,2025
1284,Student_1284,Male,Mechanical,5.89,73,2025
1285,Student_1285,Male,CSE,8.88,75,2025
1286,Student_1286,Male,Civil,6.38,95,2025
1287,Student_1287,Male,Civil,6.43,74,2025
1288,Student_1288,Female,ECE,8.89,98,2025
1289,Student_1289,Male,EEE,9.19,69,2025
1290,Student_1290,Male,Civil,6.58,71,2025
1291,Student_1291,Male,IT,9.23,68,2025
1292,Student_1292,Male,EEE,8.9,75,2025
1293,Student_1293,Female,CSE,6.25,63,2025
1294,Student_1294,Male,IT,7.31,67,2025
1295,Student_1295,Male,Mechanical,7.43,83,2025
1296,Student_1296,Male,Mechanical,7.67,62,2025
1297,Student_1297,Female,Mechanical,8.27,61,2025
1298,Student_1298,Male,Mechanical,9.14,87,2025
1299,Student_1299,Male,Mechanical,8.56,88,2025
1300,Student_1300,Male,CSE,6.89,69,2025
1301,Student_1301,Male,ECE,6.68,97,2025
1302,Student_1302,Female,Mechanical,9.78,93,2025
1303,Student_1303,Female,Mechanical,7.67,87,2025
1304,Student_1304,Male,IT,5.99,95,2025
1305,Student_1305,Male,Mechanical,7.44,74,2025
1306,Student_1306,Female,EEE,9.06,85,2025
1307,Student_1307,Female,IT,5.91,87,2025
1308,Student_1308,Female,IT,6.6,69,2025
1309,Student_1309,Female,CSE,5.89,65,2025
1310,Student_1310,Male,Mechanical,5.92,83,2025
1311,Student_1311,Male,Civil,5.76,95,2025
1312,Student_1312,Female,IT,6.03,82,2025
1313,Student_1313,Female,IT,5.72,78,2025
1314,Student_1314,Female,EEE,5.95,92,2025
1315,Student_1315,Male,ECE,8.32,74,2025
1316,Student_1316,Male,EEE,9.14,83,2025
1317,Student_1317,Male,EEE,7.97,87,2025
1318,Student_1318,Male,Civil,9.5,77,2025
1319,Student_1319,Male,ECE,6.68,79,2025
1320,Student_1320,Female,EEE,5.53,69,2025
1321,Student_1321,Female,CSE,6.11,61,2025
1322,Student_1322,Male,IT,7.78,84,2025
1323,Student_1323,Female,Mechanical,6.97,83,2025
1324,Student_1324,Female,IT,6.89,96,2025
1325,Student_1325,Male,CSE,6.17,63,2025
1326,Student_1326,Male,EEE,7.41,87,2025
1327,Student_1327,Female,Civil,7.4,77,2025
1328,Student_1328,Male,Civil,5.99,87,2025
1329,Student_1329,Male,EEE,8.42,97,2025
1330,Student_1330,Female,Civil,8.37,62,2025
1331,Student_1331,Male,Mechanical,9.73,63,2025
1332,Student_1332,Male,ECE,6.8,73,2025
1333,Student_1333,Male,EEE,6.74,67,2025
1334,Student_1334,Male,Mechanical,8.71,71,2025
1335,Student_1335,Male,Mechanical,7.79,74,2025
1336,Student_1336,Female,CSE,7.21,62,2025
1337,Student_1337,Female,CSE,7.48,64,2025
1338,Student_1338,Female,Civil,7.35,85,2025
1339,Student_1339,Female,EEE,6,61,2025
1340,Student_1340,Female,ECE,8.95,89,2025
1341,Student_1341,Female,CSE,7.38,66,2025
1342,Student_1342,Male,Mechanical,8.03,93,2025
1343,Student_1343,Male,Mechanical,9.24,81,2025
1344,Student_1344,Male,EEE,8.85,64,2025
1345,Student_1345,Male,Civil,7.69,82,2025
1346,Student_1346,Female,IT,9.62,69,2025
1347,Student_1347,Male,CSE,6.13,72,2025
1348,Student_1348,Male,Civil,6.16,64,2025
1349,Student_1349,Male,IT,7.62,96,2025
1350,Student_1350,Female,IT,9.47,96,2025
1351,Student_1351,Female,IT,6.86,88,2025
1352,Student_1352,Male,Mechanical,7.4,79,2025
1353,Student_1353,Female,Civil,5.74,92,2025
1354,Student_1354,Male,EEE,7.49,62,2025
1355,Student_1355,Male,EEE,9.08,64,2025
1356,Student_1356,Male,Civil,8.05,84,2025
1357,Student_1357,Female,Civil,7.88,62,2025
1358,Student_1358,Female,Civil,8.3,80,2025
1359,Student_1359,Female,Civil,6.15,63,2025
1360,Student_1360,Female,CSE,8.99,81,2025
1361,Student_1361,Male,Civil,8.28,62,2025
1362,Student_1362,Male,IT,7.38,88,2025
1363,Student_1363,Male,EEE,7.1,78,2025
1364,Student_1364,Female,Mechanical,8.83,98,2025
1365,Student_1365,Male,IT,8.28,64,2025
1366,Student_1366,Female,CSE,7.9,84,2025
1367,Student_1367,Female,EEE,8.61,98,2025
1368,Student_1368,Male,EEE,5.85,69,2025
1369,Student_1369,Female,EEE,9.66,85,2025
1370,Student_1370,Male,Civil,8.55,65,2025
1371,Student_1371,Female,Civil,7.12,81,2025
1372,Student_1372,Male,IT,8.52,93,2025
1373,Student_1373,Male,IT,8.38,92,2025
1374,Student_1374,Female,CSE,7.06,71,2025
1375,Student_1375,Male,EEE,9.57,91,2025
1376,Student_1376,Male,ECE,9.8,69,2025
1377,Student_1377,Male,EEE,9.13,66,2025
1378,Student_1378,Male,IT,6.95,68,2025
1379,Student_1379,Female,ECE,6.2,70,2025
1380,Student_1380,Female,CSE,7.27,75,2025
1381,Student_1381,Female,Civil,6.73,88,2025
1382,Student_1382,Male,Civil,6.53,90,2025
1383,Student_1383,Male,EEE,8.42,96,2025
1384,Student_1384,Female,Mechanical,8.81,84,2025
1385,Student_1385,Female,ECE,9.01,98,2025
1386,Student_1386,Male,EEE,5.72,90,2025
1387,Student_1387,Female,Civil,9.52,93,2025
1388,Student_1388,Male,EEE,5.86,70,2025
1389,Student_1389,Female,Mechanical,9.39,69,2025
1390,Student_1390,Female,CSE,9.57,74,2025
1391,Student_1391,Female,EEE,9.5,86,2025
1392,Student_1392,Male,Mechanical,7.66,75,2025
1393,Student_1393,Female,CSE,7.11,61,2025
1394,Student_1394,Female,CSE,9.11,81,2025
1395,Student_1395,Male,ECE,5.66,90,2025
1396,Student_1396,Male,IT,7.52,60,2025
1397,Student_1397,Male,CSE,6.6,69,2025
1398,Student_1398,Female,CSE,8.84,75,2025
1399,Student_1399,Female,CSE,5.71,86,2025
1400,Student_1400,Female,CSE,5.98,91,2025
1401,Student_1401,Male,IT,7.72,75,2025
1402,Student_1402,Male,EEE,7.35,82,2025
1403,Student_1403,Male,Civil,7.29,65,2025
1404,Student_1404,Female,CSE,9.6,94,2025
1405,Student_1405,Male,Mechanical,9.26,62,2025
1406,Student_1406,Female,EEE,6.59,61,2025
1407,Student_1407,Female,CSE,6.98,66,2025
1408,Student_1408,Female,ECE,5.69,94,2025
1409,Student_1409,Female,IT,6.25,89,2025
1410,Student_1410,Female,IT,6.28,68,2025
1411,Student_1411,Male,IT,8.84,89,2025
1412,Student_1412,Male,EEE,6.37,72,2025
1413,Student_1413,Male,EEE,9.51,92,2025
1414,Student_1414,Female,Civil,7.54,62,2025
1415,Student_1415,Male,EEE,7.03,63,2025
1416,Student_1416,Female,EEE,6.04,83,2025
1417,Student_1417,Female,Mechanical,8.7,84,2025
1418,Student_1418,Female,ECE,7.63,91,2025
1419,Student_1419,Female,Civil,6.65,65,2025
1420,Student_1420,Female,CSE,7.35,71,2025
1421,Student_1421,Female,EEE,5.94,80,2025
1422,Student_1422,Female,EEE,7.42,87,2025
1423,Student_1423,Male,IT,7.41,88,2025
1424,Student_1424,Male,IT,9.24,82,2025
1425,Student_1425,Female,EEE,8.25,63,2025
1426,Student_1426,Male,IT,8.24,83,2025
1427,Student_1427,Male,CSE,6.11,98,2025
1428,Student_1428,Female,CSE,6.04,75,2025
1429,Student_1429,Female,EEE,7.15,96,2025
1430,Student_1430,Male,Civil,6.16,88,2025
1431,Student_1431,Female,EEE,7.41,64,2025
1432,Student_1432,Male,Civil,7.08,80,2025
1433,Student_1433,Female,ECE,9.63,61,2025
1434,Student_1434,Male,Mechanical,7.73,95,2025
1435,Student_1435,Male,EEE,8.83,88,2025
1436,Student_1436,Male,Civil,6.73,91,2025
1437,Student_1437,Male,CSE,6.08,64,2025
1438,Student_1438,Female,ECE,9.36,88,2025
1439,Student_1439,Male,IT,9.66,80,2025
1440,Student_1440,Female,IT,5.78,94,2025
1441,Student_1441,Female,EEE,9.16,71,2025
1442,Student_1442,Female,Civil,6.46,72,2025
1443,Student_1443,Male,ECE,8.9,61,2025
1444,Student_1444,Female,Civil,7.96,89,2025
1445,Student_1445,Male,Civil,9.3,64,2025
1446,Student_1446,Female,Mechanical,9.8,90,2025
1447,Student_1447,Female,Mechanical,9.04,64,2025
1448,Student_1448,Male,EEE,8.26,88,2025
1449,Student_1449,Female,IT,7.72,68,2025
1450,Student_1450,Male,ECE,7.36,63,2025
1451,Student_1451,Male,Civil,6.16,70,2025
1452,Student_1452,Male,EEE,9.52,74,2025
1453,Student_1453,Female,Civil,9.35,65,2025
1454,Student_1454,Female,ECE,8.23,95,2025
1455,Student_1455,Female,ECE,8.19,94,2025
1456,Student_1456,Male,Civil,8.26,97,2025
1457,Student_1457,Male,ECE,8.33,98,2025
1458,Student_1458,Female,Civil,5.68,61,2025
1459,Student_1459,Male,CSE,9.58,96,2025
1460,Student_1460,Female,IT,6.41,96,2025
1461,Student_1461,Female,Civil,8.25,91,2025
1462,Student_1462,Female,IT,9.61,90,2025
1463,Student_1463,Male,IT,7.25,89,2025
1464,Student_1464,Male,IT,5.76,88,2025
1465,Student_1465,Female,Mechanical,7.5,81,2025
1466,Student_1466,Male,EEE,9.2,80,2025
1467,Student_1467,Female,Mechanical,6.06,83,2025
1468,Student_1468,Male,EEE,6.54,67,2025
1469,Student_1469,Female,Mechanical,6.57,66,2025
1470,Student_1470,Male,EEE,9.57,86,2025
1471,Student_1471,Male,ECE,9,96,2025
1472,Student_1472,Female,ECE,8.78,91,2025
1473,Student_1473,Female,Mechanical,9.28,91,2025
1474,Student_1474,Male,CSE,9.56,92,2025
1475,Student_1475,Female,ECE,6.43,82,2025
1476,Student_1476,Male,CSE,6.71,98,2025
1477,Student_1477,Female,EEE,7.81,66,2025
1478,Student_1478,Female,ECE,9.29,83,2025
1479,Student_1479,Female,EEE,5.69,63,2025
1480,Student_1480,Male,EEE,7.88,64,2025
1481,Student_1481,Female,Civil,7.44,95,2025
1482,Student_1482,Female,Civil,8.43,67,2025
1483,Student_1483,Male,CSE,7.19,81,2025
1484,Student_1484,Female,ECE,6.36,92,2025
1485,Student_1485,Female,Civil,5.67,62,2025
1486,Student_1486,Male,IT,6.93,90,2025
1487,Student_1487,Female,ECE,8.11,92,2025
1488,Student_1488,Male,EEE,9.5,80,2025
1489,Student_1489,Male,Mechanical,9.76,79,2025
1490,Student_1490,Female,Civil,9.06,94,2025
1491,Student_1491,Female,IT,7.92,90,2025
1492,Student_1492,Male,EEE,6.92,67,2025
1493,Student_1493,Female,Civil,6.82,61,2025
1494,Student_1494,Female,EEE,9.66,97,2025
1495,Student_1495,Male,IT,5.72,90,2025
1496,Student_1496,Male,Civil,8.2,84,2025
1497,Student_1497,Male,IT,6.54,96,2025
1498,Student_1498,Male,ECE,5.58,80,2025
1499,Student_1499,Female,ECE,7.28,73,2025
1500,Student_1500,Female,Civil,8.83,90,2025
1501,Student_1501,Male,IT,6.09,73,2025
1502,Student_1502,Female,IT,7.56,84,2025
1503,Student_1503,Female,ECE,7.48,94,2025
1504,Student_1504,Female,Civil,7.02,76,2025
1505,Student_1505,Female,ECE,9.62,77,2025
1506,Student_1506,Female,ECE,9.55,79,2025
1507,Student_1507,Female,IT,6.39,91,2025
1508,Student_1508,Female,Mechanical,7,77,2025
1509,Student_1509,Female,CSE,7.97,94,2025
1510,Student_1510,Female,Mechanical,9.02,69,2025
1511,Student_1511,Female,CSE,6.74,65,2025
1512,Student_1512,Female,Mechanical,8.32,90,2025
1513,Student_1513,Male,ECE,9.06,77,2025
1514,Student_1514,Female,ECE,5.97,97,2025
1515,Student_1515,Male,ECE,5.72,93,2025
1516,Student_1516,Male,IT,6.5,66,2025
1517,Student_1517,Female,EEE,8.58,66,2025
1518,Student_1518,Male,CSE,9.65,70,2025
1519,Student_1519,Female,IT,9.52,90,2025
1520,Student_1520,Female,IT,6.36,78,2025
1521,Student_1521,Female,EEE,8.28,65,2025
1522,Student_1522,Male,Civil,8.68,62,2025
1523,Student_1523,Male,Mechanical,9.29,71,2025
1524,Student_1524,Male,Mechanical,8.89,71,2025
1525,Student_1525,Female,CSE,5.54,96,2025
1526,Student_1526,Male,EEE,6.72,94,2025
1527,Student_1527,Female,ECE,9.16,89,2025
1528,Student_1528,Female,ECE,8.98,81,2025
1529,Student_1529,Male,IT,7.47,76,2025
1530,Student_1530,Male,CSE,8.67,78,2025
1531,Student_1531,Male,ECE,8.13,85,2025
1532,Student_1532,Female,Civil,6.91,85,2025
1533,Student_1533,Male,ECE,9.72,90,2025
1534,Student_1534,Female,ECE,5.53,84,2025
1535,Student_1535,Male,Mechanical,8.74,81,2025
1536,Student_1536,Female,Civil,8.61,60,2025
1537,Student_1537,Female,IT,7.05,75,2025
1538,Student_1538,Male,IT,6.01,79,2025
1539,Student_1539,Male,Mechanical,8.45,79,2025
1540,Student_1540,Male,IT,9.44,78,2025
1541,Student_1541,Female,Civil,6.45,68,2025
1542,Student_1542,Female,ECE,7.46,98,2025
1543,Student_1543,Female,Mechanical,8.52,90,2025
1544,Student_1544,Male,ECE,8.43,98,2025
1545,Student_1545,Male,Civil,7.42,83,2025
1546,Student_1546,Male,Civil,5.98,95,2025
1547,Student_1547,Male,Civil,7.81,70,2025
1548,Student_1548,Female,Civil,7.4,73,2025
1549,Student_1549,Female,CSE,9.37,88,2025
1550,Student_1550,Male,Mechanical,6.07,86,2025
1551,Student_1551,Female,Civil,5.75,89,2025
1552,Student_1552,Female,IT,5.59,76,2025
1553,Student_1553,Male,IT,6.44,64,2025
1554,Student_1554,Male,Mechanical,6.98,64,2025
