placement_id,student_id,placement_status,company_id,package_lpa,interview_score
127,1127,Not Placed,,0.0,73
128,1128,Placed,201,5.2,46
129,1129,Not Placed,,0.0,70
130,1130,Not Placed,,0.0,41
131,1131,Not Placed,,0.0,93
132,1132,Not Placed,,0.0,72
133,1133,Placed,204,6.5,47
134,1134,Placed,203,6.6,51
135,1135,Placed,202,10.6,74
136,1136,Placed,203,10.4,83
137,1137,Not Placed,,0.0,68
138,1138,Placed,205,4.1,49
139,1139,Placed,201,4.7,92
140,1140,Placed,202,4.5,87
141,1141,Placed,205,4.8,70
142,1142,Not Placed,,0.0,58
143,1143,Not Placed,,0.0,58
144,1144,Not Placed,,0.0,82
145,1145,Placed,201,11.6,71
146,1146,Placed,203,9.0,65
147,1147,Not Placed,,0.0,64
148,1148,Not Placed,,0.0,84
149,1149,Placed,201,7.2,92
150,1150,Placed,204,4.3,58
151,1151,Not Placed,,0.0,69
152,1152,Placed,201,8.1,40
153,1153,Not Placed,,0.0,77
154,1154,Placed,203,3.3,81
155,1155,Placed,205,7.0,62
156,1156,Placed,202,7.2,86
157,1157,Placed,204,5.5,50
158,1158,Placed,203,7.5,95
159,1159,Not Placed,,0.0,72
160,1160,Placed,202,6.1,85
161,1161,Placed,205,6.5,44
162,1162,Placed,202,8.9,62
163,1163,Not Placed,,0.0,81
164,1164,Not Placed,,0.0,86
165,1165,Not Placed,,0.0,76
166,1166,Placed,203,7.1,94
167,1167,Placed,202,5.5,88
168,1168,Placed,203,11.3,44
169,1169,Placed,204,6.4,70
170,1170,Not Placed,,0.0,78
171,1171,Not Placed,,0.0,82
172,1172,Placed,202,8.2,72
173,1173,Placed,205,5.3,84
174,1174,Not Placed,,0.0,60
175,1175,Not Placed,,0.0,77
176,1176,Not Placed,,0.0,77
177,1177,Placed,203,8.3,93
178,1178,Placed,204,3.6,41
179,1179,Not Placed,,0.0,94
180,1180,Not Placed,,0.0,86
181,1181,Placed,202,5.1,82
182,1182,Placed,201,7.5,83
183,1183,Not Placed,,0.0,70
184,1184,Not Placed,,0.0,60
185,1185,Not Placed,,0.0,88
186,1186,Placed,202,11.8,91
187,1187,Not Placed,,0.0,86
188,1188,Placed,202,3.9,51
189,1189,Placed,204,9.8,66
190,1190,Placed,201,3.6,56
191,1191,Not Placed,,0.0,47
192,1192,Not Placed,,0.0,42
193,1193,Placed,201,7.0,63
194,1194,Not Placed,,0.0,78
195,1195,Placed,201,11.3,60
196,1196,Placed,201,9.3,64
197,1197,Not Placed,,0.0,48
198,1198,Placed,205,8.0,52
199,1199,Placed,203,7.4,83
200,1200,Not Placed,,0.0,58
201,1201,Placed,202,4.8,50
202,1202,Placed,204,10.3,91
203,1203,Not Placed,,0.0,90
204,1204,Placed,202,3.8,41
205,1205,Placed,201,4.8,91
206,1206,Placed,202,11.0,63
207,1207,Placed,204,8.1,95
208,1208,Placed,201,6.1,83
209,1209,Placed,205,7.5,93
210,1210,Placed,202,8.1,70
211,1211,Not Placed,,0.0,72
212,1212,Not Placed,,0.0,62
213,1213,Placed,203,8.6,75
214,1214,Not Placed,,0.0,94
215,1215,Placed,202,10.2,68
216,1216,Placed,204,8.6,95
217,1217,Placed,201,8.1,48
218,1218,Not Placed,,0.0,90
219,1219,Placed,205,5.7,47
220,1220,Placed,204,5.1,78
221,1221,Not Placed,,0.0,74
222,1222,Placed,203,3.2,92
223,1223,Not Placed,,0.0,58
224,1224,Not Placed,,0.0,93
225,1225,Not Placed,,0.0,56
226,1226,Not Placed,,0.0,64
227,1227,Placed,203,3.6,95
228,1228,Placed,202,11.7,44
229,1229,Placed,205,8.2,94
230,1230,Placed,205,11.4,72
231,1231,Placed,203,6.6,43
232,1232,Placed,205,9.3,47
233,1233,Not Placed,,0.0,77
234,1234,Placed,204,11.4,56
235,1235,Placed,201,3.3,66
236,1236,Placed,203,4.8,88
237,1237,Placed,201,4.3,75
238,1238,Placed,203,11.3,82
239,1239,Placed,201,5.1,44
240,1240,Placed,205,11.1,84
241,1241,Not Placed,,0.0,93
242,1242,Not Placed,,0.0,88
243,1243,Not Placed,,0.0,91
244,1244,Not Placed,,0.0,42
245,1245,Placed,203,11.8,66
246,1246,Placed,205,9.7,45
247,1247,Not Placed,,0.0,75
248,1248,Placed,204,11.5,57
249,1249,Placed,201,3.9,71
250,1250,Not Placed,,0.0,72
251,1251,Placed,202,8.9,67
252,1252,Placed,204,5.7,94
253,1253,Not Placed,,0.0,54
254,1254,Placed,201,11.4,41
255,1255,Placed,202,7.8,95
256,1256,Not Placed,,0.0,64
257,1257,Placed,201,8.0,43
258,1258,Placed,204,9.9,84
259,1259,Placed,202,6.9,67
260,1260,Not Placed,,0.0,75
261,1261,Not Placed,,0.0,48
262,1262,Placed,201,6.9,79
263,1263,Not Placed,,0.0,63
264,1264,Placed,203,4.7,67
265,1265,Placed,201,5.1,45
266,1266,Placed,205,3.1,66
267,1267,Not Placed,,0.0,87
268,1268,Placed,205,8.1,91
269,1269,Placed,201,10.9,55
270,1270,Placed,201,3.7,48
271,1271,Placed,204,4.6,42
272,1272,Not Placed,,0.0,60
273,1273,Not Placed,,0.0,62
274,1274,Not Placed,,0.0,78
275,1275,Not Placed,,0.0,81
276,1276,Not Placed,,0.0,55
277,1277,Placed,203,4.2,65
278,1278,Placed,204,8.9,82
279,1279,Not Placed,,0.0,44
280,1280,Not Placed,,0.0,44
281,1281,Placed,203,11.4,53
282,1282,Placed,204,9.3,92
283,1283,Placed,203,11.1,94
284,1284,Not Placed,,0.0,54
285,1285,Placed,204,9.4,63
286,1286,Not Placed,,0.0,89
287,1287,Not Placed,,0.0,75
288,1288,Placed,203,10.8,55
289,1289,Placed,205,11.0,60
290,1290,Not Placed,,0.0,84
291,1291,Placed,205,7.5,43
292,1292,Placed,203,11.1,85
293,1293,Not Placed,,0.0,79
294,1294,Placed,204,5.5,53
295,1295,Placed,202,10.6,73
296,1296,Placed,202,5.7,75
297,1297,Placed,202,4.1,86
298,1298,Placed,202,3.3,55
299,1299,Placed,204,8.8,69
300,1300,Not Placed,,0.0,47
301,1301,Not Placed,,0.0,41
302,1302,Placed,204,10.5,57
303,1303,Placed,203,8.3,59
304,1304,Not Placed,,0.0,92
305,1305,Placed,201,3.5,94
306,1306,Placed,205,6.5,41
307,1307,Not Placed,,0.0,95
308,1308,Not Placed,,0.0,64
309,1309,Not Placed,,0.0,64
310,1310,Not Placed,,0.0,68
311,1311,Not Placed,,0.0,42
312,1312,Not Placed,,0.0,54
313,1313,Not Placed,,0.0,53
314,1314,Not Placed,,0.0,64
315,1315,Placed,202,8.9,74
316,1316,Placed,201,8.9,42
317,1317,Placed,205,9.9,41
318,1318,Placed,205,9.8,61
319,1319,Not Placed,,0.0,93
320,1320,Not Placed,,0.0,56
321,1321,Not Placed,,0.0,91
322,1322,Placed,205,4.9,41
323,1323,Not Placed,,0.0,61
324,1324,Not Placed,,0.0,86
325,1325,Not Placed,,0.0,93
326,1326,Placed,205,6.9,67
327,1327,Placed,201,10.3,75
328,1328,Not Placed,,0.0,64
329,1329,Placed,203,10.7,74
330,1330,Placed,204,6.8,86
331,1331,Placed,205,9.9,56
332,1332,Not Placed,,0.0,50
333,1333,Not Placed,,0.0,64
334,1334,Placed,204,9.7,55
335,1335,Placed,202,11.2,57
336,1336,Placed,203,3.8,55
337,1337,Placed,205,5.7,76
338,1338,Placed,204,3.3,57
339,1339,Not Placed,,0.0,63
340,1340,Placed,203,8.9,90
341,1341,Placed,205,3.1,59
342,1342,Placed,205,8.9,93
343,1343,Placed,203,10.6,68
344,1344,Placed,204,3.2,40
345,1345,Placed,204,3.3,62
346,1346,Placed,204,8.7,75
347,1347,Not Placed,,0.0,53
348,1348,Not Placed,,0.0,66
349,1349,Placed,201,8.2,45
350,1350,Placed,203,11.1,75
351,1351,Not Placed,,0.0,60
352,1352,Placed,201,7.0,56
353,1353,Not Placed,,0.0,89
354,1354,Placed,203,5.3,71
355,1355,Placed,202,5.0,51
356,1356,Placed,202,10.8,81
357,1357,Placed,201,5.1,81
358,1358,Placed,201,4.7,72
359,1359,Not Placed,,0.0,95
360,1360,Placed,204,8.2,42
361,1361,Placed,205,9.5,43
362,1362,Placed,203,11.8,41
363,1363,Placed,203,7.9,42
364,1364,Placed,205,5.1,46
365,1365,Placed,201,7.6,47
366,1366,Placed,205,3.7,53
367,1367,Placed,203,8.1,93
368,1368,Not Placed,,0.0,92
369,1369,Placed,204,3.6,67
370,1370,Placed,203,4.3,60
371,1371,Placed,205,10.1,61
372,1372,Placed,204,11.1,63
373,1373,Placed,204,11.5,58
374,1374,Placed,205,3.3,63
375,1375,Placed,201,5.6,49
376,1376,Placed,205,3.2,78
377,1377,Placed,202,10.3,72
378,1378,Not Placed,,0.0,85
379,1379,Not Placed,,0.0,89
380,1380,Placed,205,10.1,85
381,1381,Not Placed,,0.0,62
382,1382,Not Placed,,0.0,53
383,1383,Placed,204,10.5,42
384,1384,Placed,202,6.4,81
385,1385,Placed,201,11.6,54
386,1386,Not Placed,,0.0,76
387,1387,Placed,205,12.0,80
388,1388,Not Placed,,0.0,75
389,1389,Placed,204,7.9,47
390,1390,Placed,205,10.2,78
391,1391,Placed,204,8.9,73
392,1392,Placed,204,5.9,52
393,1393,Placed,205,5.6,55
394,1394,Placed,203,5.2,89
395,1395,Not Placed,,0.0,63
396,1396,Placed,202,7.1,87
397,1397,Not Placed,,0.0,47
398,1398,Placed,202,7.0,66
399,1399,Not Placed,,0.0,63
400,1400,Not Placed,,0.0,45
401,1401,Placed,203,8.0,44
402,1402,Placed,203,8.9,78
403,1403,Placed,202,7.0,66
404,1404,Placed,202,8.1,92
405,1405,Placed,202,11.3,55
406,1406,Not Placed,,0.0,89
407,1407,Not Placed,,0.0,66
408,1408,Not Placed,,0.0,83
409,1409,Not Placed,,0.0,77
410,1410,Not Placed,,0.0,82
411,1411,Placed,202,8.4,90
412,1412,Not Placed,,0.0,58
413,1413,Placed,203,5.8,45
414,1414,Placed,204,6.8,49
415,1415,Placed,205,7.4,89
416,1416,Not Placed,,0.0,52
417,1417,Placed,202,10.9,40
418,1418,Placed,202,4.1,56
419,1419,Not Placed,,0.0,88
420,1420,Placed,205,9.4,70
421,1421,Not Placed,,0.0,87
422,1422,Placed,201,4.1,42
423,1423,Placed,204,3.2,50
424,1424,Placed,201,4.2,95
425,1425,Placed,205,11.3,67
426,1426,Placed,203,4.1,84
427,1427,Not Placed,,0.0,75
428,1428,Not Placed,,0.0,55
429,1429,Placed,203,4.1,92
430,1430,Not Placed,,0.0,61
431,1431,Placed,205,8.5,46
432,1432,Placed,201,3.7,62
433,1433,Placed,204,11.2,80
434,1434,Placed,204,9.7,67
435,1435,Placed,203,9.8,84
436,1436,Not Placed,,0.0,48
437,1437,Not Placed,,0.0,86
438,1438,Placed,202,9.5,77
439,1439,Placed,205,3.8,40
440,1440,Not Placed,,0.0,77
441,1441,Placed,205,6.3,81
442,1442,Not Placed,,0.0,69
443,1443,Placed,204,5.9,51
444,1444,Placed,205,9.5,57
445,1445,Placed,201,5.1,71
446,1446,Placed,203,3.4,73
447,1447,Placed,205,8.2,94
448,1448,Placed,204,5.6,64
449,1449,Placed,203,9.8,49
450,1450,Placed,201,10.3,87
451,1451,Not Placed,,0.0,86
452,1452,Placed,202,6.9,57
453,1453,Placed,205,10.9,60
454,1454,Placed,201,6.1,50
455,1455,Placed,201,5.6,71
456,1456,Placed,204,5.0,50
457,1457,Placed,203,11.5,56
458,1458,Not Placed,,0.0,78
459,1459,Placed,201,11.3,82
460,1460,Not Placed,,0.0,57
461,1461,Placed,202,3.9,75
462,1462,Placed,205,9.8,41
463,1463,Placed,205,11.1,74
464,1464,Not Placed,,0.0,74
465,1465,Placed,202,3.1,93
466,1466,Placed,201,6.3,58
467,1467,Not Placed,,0.0,76
468,1468,Not Placed,,0.0,67
469,1469,Not Placed,,0.0,86
470,1470,Placed,204,7.7,93
471,1471,Placed,204,5.7,47
472,1472,Placed,201,7.0,67
473,1473,Placed,204,5.4,95
474,1474,Placed,202,11.9,86
475,1475,Not Placed,,0.0,82
476,1476,Not Placed,,0.0,47
477,1477,Placed,203,10.2,87
478,1478,Placed,202,9.5,60
479,1479,Not Placed,,0.0,50
480,1480,Placed,205,6.0,69
481,1481,Placed,205,9.0,44
482,1482,Placed,203,11.0,42
483,1483,Placed,204,3.9,85
484,1484,Not Placed,,0.0,90
485,1485,Not Placed,,0.0,73
486,1486,Not Placed,,0.0,60
487,1487,Placed,202,10.6,82
488,1488,Placed,201,11.5,80
489,1489,Placed,201,5.2,77
490,1490,Placed,204,10.8,54
491,1491,Placed,202,5.4,49
492,1492,Not Placed,,0.0,71
493,1493,Not Placed,,0.0,92
494,1494,Placed,202,9.6,58
495,1495,Not Placed,,0.0,48
496,1496,Placed,202,8.7,45
497,1497,Not Placed,,0.0,73
498,1498,Not Placed,,0.0,94
499,1499,Placed,202,3.0,44
500,1500,Placed,204,8.0,53
501,1501,Not Placed,,0.0,85
502,1502,Placed,202,3.3,84
503,1503,Placed,203,8.5,80
504,1504,Placed,205,5.1,62
505,1505,Placed,204,7.8,51
506,1506,Placed,203,10.6,58
507,1507,Not Placed,,0.0,82
508,1508,Placed,204,7.4,80
509,1509,Placed,204,8.4,74
510,1510,Placed,204,5.7,54
511,1511,Not Placed,,0.0,47
512,1512,Placed,203,6.8,68
513,1513,Placed,203,5.2,67
514,1514,Not Placed,,0.0,47
515,1515,Not Placed,,0.0,51
516,1516,Not Placed,,0.0,69
517,1517,Placed,203,8.9,62
518,1518,Placed,204,9.3,89
519,1519,Placed,204,10.6,95
520,1520,Not Placed,,0.0,71
521,1521,Placed,205,6.7,55
522,1522,Placed,201,5.6,72
523,1523,Placed,202,11.0,90
524,1524,Placed,204,3.5,89
525,1525,Not Placed,,0.0,60
526,1526,Not Placed,,0.0,56
527,1527,Placed,203,6.7,91
528,1528,Placed,204,6.8,56
529,1529,Placed,201,5.4,86
530,1530,Placed,202,6.1,92
531,1531,Placed,201,5.8,66
532,1532,Not Placed,,0.0,54
533,1533,Placed,205,10.9,74
534,1534,Not Placed,,0.0,53
535,1535,Placed,201,11.5,79
536,1536,Placed,205,6.0,78
537,1537,Placed,205,3.2,86
538,1538,Not Placed,,0.0,41
539,1539,Placed,204,3.8,85
540,1540,Placed,203,11.2,89
541,1541,Not Placed,,0.0,89
542,1542,Placed,205,3.6,43
543,1543,Placed,205,4.9,74
544,1544,Placed,202,11.9,93
545,1545,Placed,205,6.6,85
546,1546,Not Placed,,0.0,54
547,1547,Placed,203,10.2,63
548,1548,Placed,203,6.7,75
549,1549,Placed,202,11.5,42
550,1550,Not Placed,,0.0,94
551,1551,Not Placed,,0.0,41
552,1552,Not Placed,,0.0,88
553,1553,Not Placed,,0.0,73
554,1554,Not Placed,,0.0,46
555,1555,Placed,205,6.6,71
556,1556,Placed,201,4.4,59
557,1557,Placed,201,5.1,89
558,1558,Placed,202,3.3,87
559,1559,Placed,201,10.3,64
560,1560,Placed,204,4.2,87
561,1561,Placed,203,10.8,44
562,1562,Placed,201,7.5,85
563,1563,Not Placed,,0.0,88
564,1564,Not Placed,,0.0,86
565,1565,Placed,204,3.2,87
566,1566,Not Placed,,0.0,93
567,1567,Placed,205,8.4,49
568,1568,Not Placed,,0.0,46
569,1569,Not Placed,,0.0,87
570,1570,Placed,205,10.1,52
571,1571,Placed,205,10.7,90
572,1572,Placed,203,6.8,87
573,1573,Not Placed,,0.0,41
574,1574,Placed,203,5.5,52
575,1575,Placed,201,5.4,81
576,1576,Placed,205,7.2,58
577,1577,Not Placed,,0.0,67
578,1578,Placed,201,5.0,66
579,1579,Placed,205,5.5,58
580,1580,Placed,205,7.6,64
581,1581,Not Placed,,0.0,41
582,1582,Placed,204,9.5,63
583,1583,Not Placed,,0.0,88
584,1584,Not Placed,,0.0,74
585,1585,Not Placed,,0.0,85
586,1586,Not Placed,,0.0,46
587,1587,Placed,204,5.0,41
588,1588,Placed,204,9.9,68
589,1589,Placed,203,7.3,46
590,1590,Placed,203,6.0,91
591,1591,Placed,201,3.9,50
592,1592,Placed,202,10.8,71
593,1593,Placed,205,5.2,49
594,1594,Placed,204,8.5,70
595,1595,Placed,205,9.5,76
596,1596,Not Placed,,0.0,88
597,1597,Placed,202,3.5,71
598,1598,Placed,203,6.7,87
599,1599,Placed,203,10.5,42
600,1600,Placed,203,9.2,78
601,1601,Placed,204,10.8,57
602,1602,Placed,202,9.8,90
603,1603,Placed,204,7.9,60
604,1604,Not Placed,,0.0,81
605,1605,Not Placed,,0.0,55
606,1606,Not Placed,,0.0,60
607,1607,Not Placed,,0.0,69
608,1608,Not Placed,,0.0,85
609,1609,Placed,204,7.6,94
610,1610,Placed,201,11.3,67
611,1611,Not Placed,,0.0,84
612,1612,Not Placed,,0.0,44
613,1613,Placed,204,4.1,40
614,1614,Not Placed,,0.0,50
615,1615,Placed,205,9.7,50
616,1616,Placed,202,6.9,47
617,1617,Placed,201,11.0,71
618,1618,Placed,202,8.6,73
619,1619,Placed,204,4.3,95
620,1620,Placed,205,6.8,40
621,1621,Placed,203,4.1,58
622,1622,Placed,203,7.7,79
623,1623,Not Placed,,0.0,63
624,1624,Placed,205,8.9,49
625,1625,Not Placed,,0.0,58
626,1626,Not Placed,,0.0,73
627,1627,Placed,202,10.2,85
628,1628,Not Placed,,0.0,63
629,1629,Not Placed,,0.0,73
630,1630,Not Placed,,0.0,78
631,1631,Placed,203,7.2,53
632,1632,Not Placed,,0.0,61
633,1633,Placed,202,4.5,85
634,1634,Placed,204,3.1,66
635,1635,Placed,202,4.4,44
636,1636,Not Placed,,0.0,40
637,1637,Placed,203,9.3,52
638,1638,Not Placed,,0.0,84
639,1639,Placed,201,7.8,61
640,1640,Not Placed,,0.0,46
641,1641,Placed,201,8.6,78
642,1642,Placed,202,3.6,80
643,1643,Not Placed,,0.0,75
644,1644,Placed,202,6.1,40
645,1645,Placed,202,5.5,92
646,1646,Placed,204,8.3,59
647,1647,Not Placed,,0.0,63
648,1648,Not Placed,,0.0,79
649,1649,Not Placed,,0.0,89
650,1650,Not Placed,,0.0,65
651,1651,Not Placed,,0.0,56
652,1652,Placed,205,7.9,82
653,1653,Placed,202,3.7,49
654,1654,Placed,201,9.6,57
655,1655,Placed,202,5.4,46
656,1656,Not Placed,,0.0,48
657,1657,Placed,205,8.3,89
658,1658,Not Placed,,0.0,64
659,1659,Not Placed,,0.0,61
660,1660,Placed,205,9.9,77
661,1661,Not Placed,,0.0,78
662,1662,Placed,203,11.7,87
663,1663,Placed,205,9.0,70
664,1664,Placed,202,4.5,90
665,1665,Not Placed,,0.0,54
666,1666,Placed,202,3.8,91
667,1667,Placed,205,4.3,50
668,1668,Placed,204,10.9,60
669,1669,Not Placed,,0.0,44
670,1670,Placed,201,4.2,91
671,1671,Placed,204,6.8,70
672,1672,Not Placed,,0.0,60
673,1673,Placed,203,7.5,47
674,1674,Not Placed,,0.0,55
675,1675,Placed,205,6.5,89
676,1676,Placed,204,9.4,62
677,1677,Not Placed,,0.0,59
678,1678,Placed,205,5.9,45
679,1679,Not Placed,,0.0,78
680,1680,Not Placed,,0.0,93
681,1681,Not Placed,,0.0,53
682,1682,Placed,202,11.5,93
683,1683,Placed,203,9.4,93
684,1684,Placed,204,8.0,71
685,1685,Not Placed,,0.0,84
686,1686,Not Placed,,0.0,90
687,1687,Placed,203,9.2,75
688,1688,Placed,204,8.9,51
689,1689,Placed,201,10.8,94
690,1690,Not Placed,,0.0,69
691,1691,Placed,203,9.6,53
692,1692,Not Placed,,0.0,79
693,1693,Placed,205,10.9,52
694,1694,Not Placed,,0.0,64
695,1695,Not Placed,,0.0,63
696,1696,Not Placed,,0.0,51
697,1697,Placed,201,4.8,63
698,1698,Placed,205,4.8,77
699,1699,Placed,203,6.0,63
700,1700,Placed,203,7.5,40
701,1701,Placed,205,5.5,81
702,1702,Placed,203,8.8,65
703,1703,Placed,201,12.0,85
704,1704,Placed,203,5.5,43
705,1705,Not Placed,,0.0,76
706,1706,Placed,201,10.8,70
707,1707,Placed,205,8.7,71
708,1708,Placed,202,7.3,95
709,1709,Placed,205,10.3,42
710,1710,Placed,203,3.3,85
711,1711,Not Placed,,0.0,49
712,1712,Placed,202,10.8,48
713,1713,Placed,201,6.8,94
714,1714,Placed,201,3.5,80
715,1715,Placed,201,5.8,94
716,1716,Not Placed,,0.0,74
717,1717,Placed,203,11.9,52
718,1718,Placed,205,9.6,61
719,1719,Not Placed,,0.0,93
720,1720,Placed,203,11.1,50
721,1721,Placed,205,9.5,63
722,1722,Placed,205,3.1,82
723,1723,Placed,204,6.7,82
724,1724,Not Placed,,0.0,82
725,1725,Placed,201,3.6,92
726,1726,Not Placed,,0.0,88
727,1727,Placed,205,4.3,57
728,1728,Placed,201,4.6,42
729,1729,Not Placed,,0.0,57
730,1730,Placed,205,4.8,72
731,1731,Placed,204,4.6,87
732,1732,Not Placed,,0.0,93
733,1733,Not Placed,,0.0,93
734,1734,Not Placed,,0.0,40
735,1735,Placed,203,5.5,62
736,1736,Placed,201,6.1,76
737,1737,Placed,201,8.1,69
738,1738,Placed,201,4.0,45
739,1739,Placed,202,9.6,51
740,1740,Placed,203,8.3,41
741,1741,Placed,202,10.1,53
742,1742,Placed,203,7.1,86
743,1743,Not Placed,,0.0,55
744,1744,Not Placed,,0.0,59
745,1745,Placed,202,9.7,87
746,1746,Placed,202,5.8,64
747,1747,Not Placed,,0.0,85
748,1748,Placed,203,4.6,48
749,1749,Not Placed,,0.0,76
750,1750,Placed,203,6.7,93
751,1751,Not Placed,,0.0,52
752,1752,Not Placed,,0.0,57
753,1753,Not Placed,,0.0,52
754,1754,Placed,202,11.8,56
755,1755,Not Placed,,0.0,84
756,1756,Placed,204,5.4,71
757,1757,Placed,203,8.2,62
758,1758,Not Placed,,0.0,89
759,1759,Placed,205,7.0,80
760,1760,Placed,202,3.3,93
761,1761,Placed,205,6.5,74
762,1762,Placed,205,4.9,84
763,1763,Placed,204,6.1,91
764,1764,Not Placed,,0.0,83
765,1765,Not Placed,,0.0,90
766,1766,Placed,203,4.9,84
767,1767,Placed,205,8.0,87
768,1768,Not Placed,,0.0,90
769,1769,Placed,203,3.8,89
770,1770,Not Placed,,0.0,53
771,1771,Placed,203,5.0,56
772,1772,Placed,201,11.3,73
773,1773,Not Placed,,0.0,82
774,1774,Placed,202,7.3,69
775,1775,Not Placed,,0.0,77
776,1776,Not Placed,,0.0,60
777,1777,Not Placed,,0.0,63
778,1778,Placed,205,6.4,77
779,1779,Placed,201,5.9,46
780,1780,Placed,203,10.8,40
781,1781,Not Placed,,0.0,50
782,1782,Placed,204,7.3,61
783,1783,Placed,201,4.7,62
784,1784,Not Placed,,0.0,59
785,1785,Placed,202,7.2,51
786,1786,Not Placed,,0.0,88
787,1787,Placed,201,7.0,79
788,1788,Not Placed,,0.0,69
789,1789,Placed,205,8.2,67
790,1790,Placed,204,7.3,55
791,1791,Placed,203,9.5,78
792,1792,Placed,203,7.3,65
793,1793,Not Placed,,0.0,59
794,1794,Not Placed,,0.0,42
795,1795,Placed,202,9.9,72
796,1796,Placed,201,6.8,89
797,1797,Not Placed,,0.0,57
798,1798,Placed,205,6.6,41
799,1799,Placed,202,7.6,59
800,1800,Not Placed,,0.0,78
801,1801,Not Placed,,0.0,84
802,1802,Placed,205,4.8,76
